Legal Reporter  Courts Coverage ,68000,female,11
Editorial Assistant,68000,female,10
Reporter,68000,female,7.5
staff writer ,68000,female,7
Associate Photo Editor,68000,female,6
Photo editor,68000,male,5
Staff Writer,68000,male,5
Legal reporter,68000,female,5
Audience Engagement Editor,68000,female,5
Producer,68000,male,4
Producer,68000,male,4
wellness editor,68000,female,3
Content Director,68000,female,2
Senior Editor,68000,female,2
Reporter,68000,female,2
Social Media Manager,68000,female,2
Editor Staff Writer,68000,female,2
Audience Engagement Editor,68000,female,2
Social Media Producer,68500,male,16
Tv News Photographer,69000,female,12
Reporter,69000,female,10
Content Producer Writer & Coordinator,69000,female,10
Editor,69000,female,9
Senior Writer,69000,female,8
associate producer ,69000,female,7
Fact Checker,69500,male,14
Reporter Editor,69805,male,10
Reporter,69950,female,6
Assistant Producer,70000,male,20
Assistant Producer,70000,female,13
Associate Producer ,70000,female,12
Staff Writer,70000,female,11
Staff Writer,70000,male,10
Reporter,70000,female,10
News Editor,70000,female,10
Design director,70000,male,8
Head of Digital,70000,male,8
Associate Producer,70000,male,8
News Applications Developer,70000,female,8
Producer,70000,male,7
Editor,70000,male,7
Producer,70000,female,6
Editor in Chief,70000,male,6
Associate Producer  this title is meaningless and devalues my contributions ,70000,male,6
Account Manager,70000,female,6
Research Editor,70000,female,5
Reporter,70000,female,5
Senior Editor,70000,female,5
Reporter,70000,female,5
Digital Manager Editor,70000,male,5
reporter,70000,male,5
Writer,70000,male,5
Reporter,70000,male,5
Producer,70000,female,5
Senior editor,70000,female,4
Sr Media Planner,70000,female,4
Gear Writer,70000,female,4
Editor,70000,female,4
Senior Editor Reporter,70000,female,4
Senior Editor,70000,female,4
Editor,70000,male,4
Associate Editor,70000,male,4
Associate Digital Producer,70000,male,4
News Curation Editor,70000,female,3.5
Producer,70000,male,3
Digital Photo Editor,70000,female,3
Director,70000,male,3
Photo Editor,70000,female,3
Senior Editor,70000,female,3
Commerce editor,70000,female,3
Culture Writer,70000,female,3
Senior Staff Writer,70000,male,3
Producer,70000,male,3
Multimedia Journalist,70000,female,3
Director of Editorial,70000,female,1
Associate Producer,70000,female,1
Audience Engagement Editor,70500,male,17
Junior Reporter,71000,male,9
Senior editor,71000,female,7
Producer,71000,female,7
Senior Marketing Manager,71000,female,5
Senior Producer,71000,female,5
Staff Writer ,71000,female,2
Associate Editor ,71000,female,2
Editor,71000,female,1.5
Senior Editor,72000,female,10
Editor ll,72000,female,8
Senior Reporter,72000,male,7
Reporter,72000,female,7
Booking Producer,72000,female,7
Copy editor slot editor,72000,male,6
Editorial Director,72000,male,6
Multimedia producer,72000,male,6
Producer,72000,female,6
Social Audience,72000,male,6
Beat Reporter,72000,male,6
Digital managing editor,72000,male,5
Reporter,72000,female,4
News Curation Editor,72000,male,4
Writer,72000,female,4
Project Manager ,72000,female,3.5
Video Producer ,72000,female,3
Producer,72100,male,8
News Producer,72410,female,3
Reporter,72500,female,7
Associate Editor,72500,female,7
Account Manager,72500,female,5
Assistant Art Director,72500,female,4
Reporter,73000,male,15
Producer,73000,female,15
senior editor,73000,male,12
Reporter,73000,female,10
Associate Editor,73000,male,5
Afternoon Editor,73000,female,4.5
Senior editor,73000,female,4
Senior Reporter,73000,female,2
Lead video producer ,74000,female,10
Reporter,74000,female,10
Lead Producer,74000,female,10
Social Media Manager,74000,female,9
Digital Producer,74000,female,9
Senior News Assistant,74000,female,9
Producer,74000,male,8
Reporter,74200,female,8
assistant audience editor,75000,male,30
Senior Editor,75000,female,25
Communications Specialist,75000,female,25
Senior Social Manager,75000,male,15
Teacher,75000,male,14
graphic designer,75000,male,10
Video Producer,75000,female,9
Commerce Editor,75000,male,8
senior digital editor,75000,female,7
Data Reporter,75000,male,7
Reporter,75000,female,7
Senior editor ,75000,female,7
Reporter  politics ,75000,female,7
Producer Editor,75000,female,7
Reporter,75000,female,7
Senior Editor,75000,female,7
Social Media Editor,75000,male,6
Reporter,75000,female,6
Senior Editor,75000,female,6
Producer,75000,female,6
Video journalist editor,75000,female,6
Media Strategy Supervisor,75000,female,6
Ops Manager,75000,female,6
Podcast Radio Host,75000,male,5
Digital Editor ,75000,female,5
Senior Editor,75000,female,5
Staff writer,75000,female,5
Editor,75000,female,5
Photo Editor,75000,female,5
Staff Writer,75000,female,5
Video Producer,75000,male,4
Associate Director,75000,female,4
Supervising Producer,75000,female,4
Associate Editor,75000,female,4
Associate Producer,75000,female,4
Producer,75000,male,3
Senior Political Editor ,75000,female,3
Producer,75000,female,3
Reporter & editor,75000,female,3
Senior Beauty Editor,75000,female,3
Producer,75000,female,3
Senior writer,75000,female,3
Video Editor,75000,male,2
Senior Reporter,75000,male,2
Staff Writer,75000,female,2
senior editor,75000,female,2
Assistant editor audience,75000,male,2
Social media,75000,male,1.5
Assistant editor,75000,male,1.5
Senior Editor,75712,female,15
Fellow,76000,male,20
Staff Writer,76000,male,15
Senior copy editor,76000,female,12
Senior Editor,76000,male,10
Viral news editor,76000,female,10
Senior Editor,76000,female,8
Digital producer,76000,female,8
Video Journalist,76000,female,8
Producer,76000,female,6
Social Manager,76000,female,6
Project editor managing editor digital,76500,female,6
Senior Photo Editor,77000,male,16
Staff editor,77000,female,13
Multimedia producer ,77000,female,12
Africa Business editor,77000,male,10
Editorial Producer  booker ,77000,female,8
Reporter,77000,female,6
Senior Editor,77000,female,5
Senior Editor,77000,female,5
Executive Producer,77000,female,5
Senior Social Media Manager,77000,female,4
Digital and Social Media Producer Editor,77000,female,4
staff writer,77000,female,4
Reporter,77000,female,2.5
Supervising Producer,77000,female,2
Writer,77500,female,19
Digital Editor,77500,female,7
Staff Photographer,77500,male,6
Senior Photo Editor,78000,female,17
Markets reporter editor,78000,female,15
Reporter,78000,female,12
Producer ,78000,male,10
Producer,78000,female,10
Video Producer Editor,78000,male,8
Editor,78000,male,7
Senior Staff Writer,78000,male,6
Show Producer,78000,male,5
freelance longform writer,78000,male,3
Reporter,78000,male,3
Copy Chief,78500,female,9
Reporter,78500,male,7
Senior Food Editor,78600,female,9
Reporter,79000,male,23
Digital Producer,79000,male,14
National Correspondent,79000,male,11
Senior Staff Writer,79000,male,10
Content Producer,79000,female,9
Senior Photo Editor,79606,female,8
Senior Reporter,80000,female,25
Reporter,80000,female,23
Reporter,80000,male,15
Video Producer Editor,80000,female,14
Animator,80000,female,13
Graphic Designer,80000,male,11
Staff Writer,80000,male,10.5
Information specialist,80000,female,10
Photo Editor,80000,female,10
Senior Editor,80000,female,9
Reporter,80000,male,9
Editor,80000,male,8
Editor,80000,male,8
Senior Producer,80000,male,7
Reporter,80000,female,7
Editor,80000,female,7
senior online producer,80000,female,7
[tech] editor,80000,female,7
Congressional Reporter,80000,male,7
Senior Visuals Editor,80000,male,6
Senior Writer,80000,male,6
Coordinating Producer,80000,female,6
Producer,80000,female,6
Team leader   editor,80000,female,6
Reporter,80000,female,5
Senior Producer,80000,male,5
Senior Staff Writer,80000,female,5
Associate editor,80000,female,5
Senior Editor,80000,female,5
Reporter ,80000,female,5
Producer,80000,female,4.5
Desk Editor,80000,male,4
Designer,80000,female,4
Reporter,80000,female,4
Associate Producer,80000,female,4
Senior Reporter,80000,male,3
Assignment Editor,80000,female,3
Reporter,80000,female,2
Senior Staff Writer,80500,female,12
Senior Staff Writer,80500,male,9
Senior Reporter,80620,female,9
Senior Video Strategist,81000,female,12
Photo Editor,81000,female,6
Senior Staff Writer Editor,81000,male,6
Assignment Editor,81000,female,5
Graphics Reporter,81000,female,5
Digital Producer,81000,male,4
Creative Project Manager,81000,female,4
Senior Editor,81500,male,4
Developer,82000,male,17
Senior Editor,82000,female,16
Associate Video Producdre,82000,male,13
Radio Morning Personality,82000,female,10
senior reporter,82000,female,10
Senior Reporter,82000,female,9
Reporter,82000,male,8
Assoc. editor,82000,male,8
Senior Editor,82000,female,7
Reporter,82000,female,6
Supervising Producer,82000,female,6
Senior Reporter,82000,female,4
Director of Production,82400,female,5
Senior editor,82500,male,11
Reporter,82500,female,4
Senior Editor,82500,female,4
Staff Editor,83000,female,15
Senior Producer,83000,male,8
Video Producer,83000,female,4
Production Coordinator,83200,female,7
Managing Editor,84000,female,21
Managing Editor Digital,84000,female,10
Writer,84000,female,10
Multiplatform editor,84000,female,10
Staff Writer,84000,female,10
Reporter,84000,male,6
Manager Analytics,84150,female,9
reporter,84600,female,9
Reporter,84800,female,8
Reporter,85000,female,40
Reporter,85000,female,20
Deputy Editor,85000,male,16
Senior Social Strategist,85000,male,10
Editorial Operations Manager,85000,male,10
Staff Writer,85000,female,8
Editorial director,85000,female,8
Digital Editor,85000,male,8
Staff Writer,85000,female,8
Copy Editor,85000,female,8
Senior Editor,85000,female,7.5
Multimediaproducer ,85000,male,7
Senior Editor,85000,female,6
Global Media Manager,85000,female,6
Reporter,85000,male,5
Staff Writer,85000,male,5
Producer,85000,male,5
Editor in Chief,85000,female,5
Reporter,85000,female,5
Deputy Entertainment Editor,85000,female,5
Editor,85000,female,5
PR Manager,85000,female,5
Freelance Travel Writer,85000,female,5
Reporter,85000,female,4
Video Producer,85000,male,4
Reporter,85000,female,4
Senior Digital Designer,85000,male,3.5
Digital Line Producer,85000,male,3
Senior Social Producer,85000,female,2
Senior Editor,85000,female,2
Senior Staff Writer,85116,male,14
Project manager,85400,female,10
Lead Editor,85500,male,5
WordPress Developer,86000,male,19
Assistant Managing Editor,86000,female,18
Reporter,86000,male,11
Graphics Reporter,86000,female,10
Deputy Editor ,86000,female,6
Writer Editor,86000,female,6
Reporter,86000,female,2.5
Researcher   Editor,86500,female,5
Digital Marketing Manager,87000,female,12
Staff Writer,87000,female,10
Producer,87000,female,5
associate producer,87500,female,36
Video Producer,87500,female,25
Reporter ,87500,female,20
Reporter,87500,male,8
Story Editor,87980,female,18
Graphics reporter,88000,male,39
Executive Editor,88000,female,14
Field Producer,88000,female,11
Senior Editor,88000,female,10
Writer,88000,male,9
Digital editor ,89000,male,20
Reporter,89000,male,15
Senior Writer,89000,female,10
Reporter,89000,female,9
Reporter,89000,female,8
News Developer,89000,male,7
Photographer,89050,male,11
Reporter,89250,male,10
Staff Writer,90000,male,25
Staff Writer,90000,female,14
Producer,90000,female,12
Art Director,90000,female,10
Data Journalist,90000,male,9
Newsroom Developer,90000,male,9
Senior Video Producer,90000,male,8
Senior editor,90000,female,8
Deputy Editor,90000,male,7
Assistant editor,90000,female,7
Senior Reporter,90000,male,7
Senior Editor,90000,female,7
Correspondent,90000,female,6
Multimedia Storyteller,90000,female,6
Section Editor,90000,female,6
Deputy news editor,90000,male,6
Senior audience engagement manager,90000,female,6
Marketing Manager ,90000,female,6
Journalist,90000,female,6
Media + Photo Teacher ,90000,female,5
Editorial Director,90000,female,5
Reporter,90000,female,5
Producer,90000,female,5
Director Pre-Sales Marketing,90000,female,5
Associate Director Brand Marketing,90000,female,5
Data reporter,90000,male,5
Video Producer,90000,female,4
Editor in Chief,90000,male,3
Producer,90000,female,3
Deputy editor,90000,male,2.5
Senior Editor,91000,female,15
Program Director,91000,male,13
Correspondent,91000,female,10
Opinion Writer,91000,female,8
Deputy Section Editor,91000,female,4
Senior Editor,92000,female,10
Senior Editor,92000,male,9
Audio Producer,92000,female,9
Account Director Team Lead,92000,female,8
Graphics reporter,92000,male,6
Senior Editor,92500,male,13
Assistant editor,92500,male,10
Senior Editor,92700,male,35
Senior Video Producer,93000,male,16
Editor,93000,male,15
staff writer,93000,female,8
Senior Editor,93000,female,7
Journalist,93000,female,7
Reporter,93500,female,5
Multiplatform Editor,94000,male,10
Producer,94500,female,4
senior reporter,95000,male,45
staff writer,95000,female,18
Senior editor,95000,male,17
Manager of Audience Development,95000,male,15
Video Producer,95000,female,15
Director of Social Media,95000,female,15
Senior Editor,95000,male,12
Director of Marketing,95000,male,12
Reporter,95000,male,10
digital journalist editor,95000,female,10
Superivisng Producer ,95000,female,10
Photo Editor,95000,male,9
Reporter,95000,male,9
Writer reporter,95000,male,9
Graphics Editor,95000,female,9
Reporter,95000,female,9
Deputy Editor,95000,male,8
Reporter,95000,female,8
senior writer,95000,female,7
Staff Writer,95000,female,7
Director,95000,female,4
Editor,96000,female,8
Video Producer,97000,male,10
Senior Editor,97000,female,8
Digital Editor,97300,male,10
Mid-Level Reporter,98000,female,8
Senior writer,99000,female,6
Audience Development Senior Manager,99000,female,6
Reporter,100000,female,40
Reporter,100000,male,15
Editor and reporter,100000,male,10
Reporter,100000,male,10
Creative Director Branded Content,100000,female,10
Photo Editor  freelance ,100000,female,10
Senior Video Producer,100000,female,10
Graphics reporter,100000,male,10
Section editor,100000,female,10
Reporter,100000,female,9
Revenue Operations,100000,female,9
Senior Photo Editor,100000,male,8
Senior Writer,100000,male,8
Senior Producer,100000,male,7
Features Editor,100000,female,6
senior writer,100000,female,6
Content Director,100000,female,5
Reporter,100000,male,5
Editor in Chief,100000,male,5
Editor I ,100000,female,3
Producer,100000,male,3
Reporter,100000,female,3
Senior Podcast Producer,100000,female,3
Data journalist,100800,male,20
Editor,101000,male,17
Producer ,101000,male,7
Senior Correspondent,101000,male,5
Multimedia Content Creator  Union ,102000,male,20
Photo Editor,102000,female,13.5
Deputy editor,102000,female,10
Senior Art Director,102000,male,9
Reporter,102800,male,8
Staff reporter,103000,female,13
Staff writer,103000,female,9
Data journalist,103000,male,8
Staff Editor,103000,female,8
Reporter,103000,female,7
Associate Editor,103000,male,4
Graphics Editor,103300,female,15
Editor,104000,female,15
Reporter,104000,female,10
Senior correspondent,105000,male,15
Staff photographer,105000,male,10
Senior Editor ,105000,female,10
Senior Reporter,105000,female,10
Editor,105000,male,7
Editor   Animator,105000,male,5
Senior Editor,106000,male,21
Senior Producer,106000,female,10
Web Services Project Officer,107000,male,20
Marketing Director,107000,female,10
Senior Editor,107000,female,8
Senior Associate Manager,107000,female,7
Content strategist,109000,female,7
Reporter,109000,female,6
Graphics Editor,110000,female,25
Senior Editor Design and Delivery,110000,male,16
Sr. Video Producer,110000,female,15
Section Editor,110000,female,13
Freelance Reporter,110000,female,12
Reporter,110000,male,11
Editor,110000,female,10
enterprise reporter,110000,female,10
Field Producer,110000,female,9
Senior Social Manager,110000,female,8
Senior reporter,110000,female,8
Creative Director,110000,female,6
Senior reporter ,110000,female,5
Senior Writer,110000,female,5
Editor in Chief,110000,female,4
Senior Producer,113000,female,8
Sr. Graphic Designer,113000,female,8
Senior Correspondent,113300,male,10
Editor Submission Manager,114000,female,8
Senior Producer,115000,male,30
Reporter,115000,female,20
Executive Producer,115000,male,15
Director Brand Marketing,115000,female,12
Editor,115000,male,11
Producer,115000,male,10
Senior Reporter and Editor,115000,male,8
Photographer,115000,male,7
Managing Editor,115000,female,7
Editor,115000,female,5
Staff Editor,116000,female,15
Associate Director Audience Development,116000,female,10
Staff Writer,116000,male,5
Foreign Correspondent,117000,female,10
Reporter,118000,male,3
Art Director,120000,male,30
Staff Report,120000,male,25
Editor-at-large,120000,female,16
Healthcare Journalist,120000,male,14
Director Media Relations,120000,male,12
Reporter,120000,female,8
Reporter,120000,female,8
Metro reporter,120000,female,7
Content marketing manager ,120000,female,7
Editor,120000,male,4
Head of Social Media,120999,male,20
Deputy Head of Department,121000,male,18
Graphics Editor reporter ,122000,female,15
Senior Editor,122000,female,10
Editor ,122500,male,12
Reporter,123000,female,25
Senior Producer,123000,female,25
Staff editor,125000,male,20
Digital Editor,125000,female,20
Reporter,125000,male,20
Senior video producer,125000,male,18
Senior Editor,125000,female,18
Deputy section editor,125000,female,15
Editor in Chief,125000,female,15
Senior Editor,125000,female,12
Co-Founder Publisher,125000,male,10
Editorial Director,125000,female,10
Visual journalist,125000,female,9
Shareholder Relations,125000,male,7
Data Reporter,125000,male,5
Writer,125000,male,3
Editor reporter,126000,male,4
Senior Writer,127000,female,8
Photo Editor,127000,male,8
Reporter,128000,female,8
Correspondent,129000,female,8
Marketing Director ,130000,female,25
Executive Editor,130000,female,20
Freelance Writer Editor Content Strategist,130000,female,20
Director of Audience Development,130000,female,20
Post Production Supervisor,130000,female,20
photography director,130000,female,19
reporter,130000,female,18
Director Social Media & Partnerships,130000,male,15
Senior Managing Editor ,130000,male,13
Deputy Editor  Department ,130000,male,10
head of content,130000,female,10
Photo Director,130000,female,10
Director of audience development ,130000,female,10
Site director,130000,female,8
Bureau Chief,130000,female,8
Senior Correspondent,130000,male,7
Senior Editor,130000,female,2
Staff Editor Photo,132000,male,9
Reporter,133000,male,20
Freelance Writer & Editor,135000,female,25
Freelance writer,135000,female,22
Senior editor,135000,female,20
Assistant Editor,135000,male,20
Reporter,135000,female,15
Head of Planning,135000,female,8
Reporter,137500,female,15
senior editor,138000,male,12
Correspondent,140000,female,40
sr editor ,140000,female,20
Senior Editor and Writer,140000,male,10
Reporter,140000,male,7
editor in chief,140000,female,3
Supervising Producer,143000,female,10
Director  Major Section  ,145000,female,24
Reporter,145000,female,22
Senior Producer,145000,male,20
Reporter,145000,male,14
Sr. Managing Director,145000,male,13
Line Producer,145000,male,13
Reporter,145000,male,10
Deputy Editor  Major Section  ,145000,female,9
Photo Director,147000,female,20
Video Editor,149000,male,4
Editor-in-chief,150000,male,30
Editor in Chief,150000,female,25
Deputy editorial director,150000,female,18
Sr. Visual Editor,150000,male,10
Staff writer,150000,male,10
Senior Editor,150000,female,1.5
Director Social Media Partnerships,160000,male,27
Deputy Editor,160000,male,4
Video editor and motion graphics,165000,female,30
Senior director content,165000,male,25
Blogger,175000,male,40
Head of Engagement Staffing,175000,male,40
Deputy National Editor,175000,female,25
Managing Editor,175000,male,25
Senior Producer,180000,female,20
Deputy Off-Platform Editor,180000,female,3
Senior Writer,180000,female,
Graphics Director,180000,female,
Vice President Communications,185000,female,10
Senior Reporter,185000,female,9
Editorial Director ,190000,female,
Editor,192000,male,20
Executive Director,200000,female,24
Editor in Chief,200000,female,22
Columnist,200000,male,20
Senior Reporter Team Leader,200000,female,20
Senior Editor,210000,male,14
Reporter,220000,female,1.5
Lead Anchor,225000,female,25
Senior editor,235000,male,14
Section Department Editor  ret ,236000,male,2
editorial director,245000,female,18
Director,250000,male,
senior reporter,280504,male,
Editor in Chief,368249,female,30
Editor in Chief,375000,male,
Editor,400000,female,25
President and CEO,500000,male,
President and CEO,500000,male,
Producer,1000000,male,
